roc_auc,ap_score,f1_class_0,f1_class_1,avg_f1_score,precision_0,recall_0,precision_1,recall_1
0.9620497486763453,0.9651016009814876,0.9256272401433692,0.9218455743879472,0.9237364072656582,0.8528428093645485,0.9366391184573003,0.929735234215886,0.8383838383838383
