roc_auc,ap_score,f1_class_0,f1_class_1,avg_f1_score,precision_0,recall_0,precision_1,recall_1
0.9701480958681058,0.9721394468742387,0.9210053859964094,0.9172932330827067,0.919149309539558,0.8528428093645485,0.9366391184573003,0.929735234215886,0.8383838383838383
